id,name,type,parent_id,canonical,name_norm
c0e4280f-e591-44b6-b56e-62ed4c196d8b,Dando,COMUNA,7d593369-123d-49ba-90b6-3d6137f12d20,Dando,dando
db57bfdb-bf3b-4acb-8b4f-78c763417e59,Dange Ya Menha,COMUNA,d6d0ec80-a5e8-4953-87a2-eefa5c705b1a,Dange Ya Menha,dangeyamenha
6c4d6188-d4f0-494b-b482-bf2aad5b9c75,Demba Chio,COMUNA,7f0429f3-dd13-49fd-b220-550ee9fb06c0,Demba Chio,dembachio
cc0bf3e0-c882-4493-bd1b-69e6f8eca8ad,Dimuca,COMUNA,994953b0-d5db-4013-871b-31593f7dc326,Dimuca,dimuca
d8340e38-2ebe-4ef0-a53e-dc6e787ece42,Dinde,COMUNA,8d2344fa-5565-4978-b351-6345ff2e20b9,Dinde,dinde
defbf32c-d3a7-4f59-9bb1-ac8693cbf3dc,Dinge,COMUNA,bf7f1ad6-c5d5-41e6-84da-bc51eeb9249c,Dinge,dinge
b3c85d0b-e4fb-432e-b6f1-f10a999f203c,Dirico,COMUNA,8ecce48e-39a3-4e77-b535-9f79c0914639,Dirico,dirico
614aa166-4eb9-4dbc-ba02-5d53300e12f2,Dombo Wa Zanga,COMUNA,bcbd0ee4-958b-4653-b125-88f41f973635,Dombo Wa Zanga,dombowazanga
233175eb-0efa-4e54-907c-5a6a2a921151,Dondo,COMUNA,d6d0ec80-a5e8-4953-87a2-eefa5c705b1a,Dondo,dondo
17b4bb0b-115a-4995-95d8-c81fa3864d60,Dumba Cambango,COMUNA,811d5f5e-028a-4f67-a724-b35465b1ff85,Dumba Cambango,dumbacambango
46224538-89b7-47e1-ad65-3b76b4893d7a,Dumbi,COMUNA,1f3a5b90-9058-49f5-a539-cfe077d19447,Dumbi,dumbi
5b9f4af1-d250-41aa-8863-89121af0e606,Dundo,COMUNA,9968c5b6-8fa2-41f0-b1f4-cbb847cf3383,Dundo,dundo
390009e4-2e7e-4718-80cf-82e09225110c,Ebo,COMUNA,e98d7861-86f2-43fc-93cc-308bbc4e905b,Ebo,ebo
a281eaa2-b47c-48d4-b579-e7a4b9535b34,Ecunha,COMUNA,6fb63bd4-df42-467d-a779-a11f667fd978,Ecunha,ecunha
01b1e117-553a-43a2-b99d-5c8dabbcf669,Egito Praia,COMUNA,fbc07dcd-750b-45e3-a061-eba06c98131f,Egito Praia,egitopraia
a25092f8-d13b-4a89-9747-0de70e2690fb,Evale,COMUNA,4c048628-892c-4e6b-b087-31622522666c,Evale,evale
730c07b3-f601-48f8-b611-b00e4d5d6644,Funda,COMUNA,2d6d7e8d-61c0-4ba0-b754-1d60f5a144a1,Funda,funda
bbd8b515-fee2-4c91-acb0-3141bef8761a,Gabela,COMUNA,8a2d03aa-b1b8-4225-b902-e82102f0aaf7,Gabela,gabela
4ca5e9fd-613e-4527-85af-addcb9a020e0,Galanga,COMUNA,1ec888ee-2a42-4fa3-adf1-17e5b4af5a91,Galanga,galanga
32899f73-d3a4-4feb-981b-8ee0ade38475,Gamba,COMUNA,d8590fbf-3f8c-4adf-9c73-8edb9eb21166,Gamba,gamba
